name,link_id,from_node_id,to_node_id,direction,length,number_of_lanes,speed_limit,external_travel_time,lane_cap,link_type,link_type_name,service_type,VRP_load_id,VRP_group_id,VRP_load,VRP_time_window_begin,VRP_time_window_end,jam_density,wave_speed,demand_type_code,count_sensor_id,speed_sensor_id,geometry
,0,15,561,1,0.8633,1,518,1,1,3,Principal arterial,1,15,10,1,20,20,180,12,,,,"<LineString><coordinates>61.427000,64.111000,0.0 62.037000,64.721000,0.0</coordinates></LineString>"
,0,16,562,1,0.8633,1,518,1,1,3,Principal arterial,1,16,10,1,20,20,180,12,,,,"<LineString><coordinates>62.037000,62.220000,0.0 62.647000,62.830000,0.0</coordinates></LineString>"
,0,17,563,1,0.8633,1,518,1,1,3,Principal arterial,1,17,10,1,20,20,180,12,,,,"<LineString><coordinates>63.623000,63.989000,0.0 64.233000,64.599000,0.0</coordinates></LineString>"
,0,18,564,1,0.8633,1,518,1,1,3,Principal arterial,1,18,10,1,20,20,180,12,,,,"<LineString><coordinates>63.989000,62.525000,0.0 64.599000,63.135000,0.0</coordinates></LineString>"
,0,19,565,1,0.8633,1,518,1,1,3,Principal arterial,1,19,10,1,20,20,180,12,,,,"<LineString><coordinates>64.233000,61.061000,0.0 64.843000,61.671000,0.0</coordinates></LineString>"
,0,20,566,1,0.8633,1,518,1,1,3,Principal arterial,1,20,10,1,20,20,180,12,,,,"<LineString><coordinates>59.536000,59.841000,0.0 60.146000,60.451000,0.0</coordinates></LineString>"
,0,21,567,1,0.8633,1,518,1,1,3,Principal arterial,1,21,10,1,20,20,180,12,,,,"<LineString><coordinates>61.915000,60.756000,0.0 62.525000,61.366000,0.0</coordinates></LineString>"
,0,22,568,1,0.8633,1,518,1,1,3,Principal arterial,1,22,10,1,20,20,180,12,,,,"<LineString><coordinates>64.416000,59.536000,0.0 65.026000,60.146000,0.0</coordinates></LineString>"
,0,23,569,1,0.8633,1,518,1,1,3,Principal arterial,1,23,10,1,20,20,180,12,,,,"<LineString><coordinates>62.342000,58.682000,0.0 62.952000,59.292000,0.0</coordinates></LineString>"
,0,24,570,1,0.8633,1,518,1,1,3,Principal arterial,1,24,10,1,20,20,180,12,,,,"<LineString><coordinates>59.719000,58.377000,0.0 60.329000,58.987000,0.0</coordinates></LineString>"
,0,25,571,1,0.8633,1,518,1,1,3,Principal arterial,1,25,10,1,20,20,180,12,,,,"<LineString><coordinates>56.852000,56.364000,0.0 57.462000,56.974000,0.0</coordinates></LineString>"
,0,26,572,1,0.8633,1,518,1,1,3,Principal arterial,1,26,10,1,20,20,180,12,,,,"<LineString><coordinates>59.902000,55.876000,0.0 60.512000,56.486000,0.0</coordinates></LineString>"
,0,27,573,1,0.8633,1,518,1,1,3,Principal arterial,1,27,10,1,20,20,180,12,,,,"<LineString><coordinates>62.525000,55.632000,0.0 63.135000,56.242000,0.0</coordinates></LineString>"
,0,28,574,1,0.8633,1,518,1,1,3,Principal arterial,1,28,10,1,20,20,180,12,,,,"<LineString><coordinates>64.843000,57.523000,0.0 65.453000,58.133000,0.0</coordinates></LineString>"
,0,29,575,1,0.8633,1,518,1,1,3,Principal arterial,1,29,10,1,20,20,180,12,,,,"<LineString><coordinates>65.453000,54.656000,0.0 66.063000,55.266000,0.0</coordinates></LineString>"
,0,30,576,1,0.8633,1,518,1,1,3,Principal arterial,1,30,10,1,20,20,180,12,,,,"<LineString><coordinates>59.841000,53.497000,0.0 60.451000,54.107000,0.0</coordinates></LineString>"
,0,31,577,1,0.8633,1,518,1,1,3,Principal arterial,1,31,10,1,20,20,180,12,,,,"<LineString><coordinates>62.769000,52.704000,0.0 63.379000,53.314000,0.0</coordinates></LineString>"
,0,32,578,1,0.8633,1,518,1,1,3,Principal arterial,1,32,10,1,20,20,180,12,,,,"<LineString><coordinates>61.549000,50.508000,0.0 62.159000,51.118000,0.0</coordinates></LineString>"
,0,33,579,1,0.8633,1,518,1,1,3,Principal arterial,1,33,10,1,20,20,180,12,,,,"<LineString><coordinates>64.477000,48.556000,0.0 65.087000,49.166000,0.0</coordinates></LineString>"
,0,34,580,1,0.8633,1,518,1,1,3,Principal arterial,1,34,10,1,20,20,180,12,,,,"<LineString><coordinates>64.538000,51.118000,0.0 65.148000,51.728000,0.0</coordinates></LineString>"
,0,35,581,1,0.8633,1,518,1,1,3,Principal arterial,1,35,10,1,20,20,180,12,,,,"<LineString><coordinates>67.588000,53.131000,0.0 68.198000,53.741000,0.0</coordinates></LineString>"
,0,36,582,1,0.8633,1,518,1,1,3,Principal arterial,1,36,10,1,20,20,180,12,,,,"<LineString><coordinates>67.771000,49.471000,0.0 68.381000,50.081000,0.0</coordinates></LineString>"
,0,37,583,1,0.8633,1,518,1,1,3,Principal arterial,1,37,10,1,20,20,180,12,,,,"<LineString><coordinates>49.776000,69.418000,0.0 50.386000,70.028000,0.0</coordinates></LineString>"
,0,38,584,1,0.8633,1,518,1,1,3,Principal arterial,1,38,10,1,20,20,180,12,,,,"<LineString><coordinates>36.051000,78.384900,0.0 36.661000,78.994900,0.0</coordinates></LineString>"
,0,39,585,1,0.8633,1,518,1,1,3,Principal arterial,1,39,10,1,20,20,180,12,,,,"<LineString><coordinates>43.310000,79.727000,0.0 43.920000,80.336900,0.0</coordinates></LineString>"
,0,40,586,1,0.8633,1,518,1,1,3,Principal arterial,1,40,10,1,20,20,180,12,,,,"<LineString><coordinates>40.260000,79.727000,0.0 40.870000,80.336900,0.0</coordinates></LineString>"
,0,41,587,1,0.8633,1,518,1,1,3,Principal arterial,1,41,10,1,20,20,180,12,,,,"<LineString><coordinates>43.310000,76.799000,0.0 43.920000,77.409000,0.0</coordinates></LineString>"
,0,42,588,1,0.8633,1,518,1,1,3,Principal arterial,1,42,10,1,20,20,180,12,,,,"<LineString><coordinates>40.321000,76.799000,0.0 40.931000,77.409000,0.0</coordinates></LineString>"
,0,43,589,1,0.8633,1,518,1,1,3,Principal arterial,1,43,10,1,20,20,180,12,,,,"<LineString><coordinates>49.227000,79.665900,0.0 49.837000,80.275900,0.0</coordinates></LineString>"
,0,44,590,1,0.8633,1,518,1,1,3,Principal arterial,1,44,10,1,20,20,180,12,,,,"<LineString><coordinates>46.238000,79.727000,0.0 46.848000,80.336900,0.0</coordinates></LineString>"
,0,45,591,1,0.8633,1,518,1,1,3,Principal arterial,1,45,10,1,20,20,180,12,,,,"<LineString><coordinates>49.227000,76.799000,0.0 49.837000,77.409000,0.0</coordinates></LineString>"
,0,46,592,1,0.8633,1,518,1,1,3,Principal arterial,1,46,10,1,20,20,180,12,,,,"<LineString><coordinates>46.177000,76.676900,0.0 46.787000,77.286900,0.0</coordinates></LineString>"
,0,47,593,1,0.8633,1,518,1,1,3,Principal arterial,1,47,10,1,20,20,180,12,,,,"<LineString><coordinates>55.083000,79.727000,0.0 55.693000,80.336900,0.0</coordinates></LineString>"
,0,48,594,1,0.8633,1,518,1,1,3,Principal arterial,1,48,10,1,20,20,180,12,,,,"<LineString><coordinates>52.155000,79.727000,0.0 52.765000,80.336900,0.0</coordinates></LineString>"
,0,49,595,1,0.8633,1,518,1,1,3,Principal arterial,1,49,10,1,20,20,180,12,,,,"<LineString><coordinates>55.022000,76.799000,0.0 55.632000,77.409000,0.0</coordinates></LineString>"
,0,50,596,1,0.8633,1,518,1,1,3,Principal arterial,1,50,10,1,20,20,180,12,,,,"<LineString><coordinates>52.155000,76.799000,0.0 52.765000,77.409000,0.0</coordinates></LineString>"
,0,51,597,1,0.8633,1,518,1,1,3,Principal arterial,1,51,10,1,20,20,180,12,,,,"<LineString><coordinates>57.584000,79.543900,0.0 58.194000,80.153900,0.0</coordinates></LineString>"
,0,52,598,1,0.8633,1,518,1,1,3,Principal arterial,1,52,10,1,20,20,180,12,,,,"<LineString><coordinates>60.512000,76.066900,0.0 61.122000,76.676900,0.0</coordinates></LineString>"
,0,53,599,1,0.8633,1,518,1,1,3,Principal arterial,1,53,10,1,20,20,180,12,,,,"<LineString><coordinates>58.011000,76.676900,0.0 58.621000,77.286900,0.0</coordinates></LineString>"
,0,54,600,1,0.8633,1,518,1,1,3,Principal arterial,1,54,10,1,20,20,180,12,,,,"<LineString><coordinates>36.234000,74.054000,0.0 36.844000,74.663900,0.0</coordinates></LineString>"
,0,55,601,1,0.8633,1,518,1,1,3,Principal arterial,1,55,10,1,20,20,180,12,,,,"<LineString><coordinates>33.184000,73.932000,0.0 33.794000,74.542000,0.0</coordinates></LineString>"
,0,56,602,1,0.8633,1,518,1,1,3,Principal arterial,1,56,10,1,20,20,180,12,,,,"<LineString><coordinates>36.234000,71.431000,0.0 36.844000,72.041000,0.0</coordinates></LineString>"
,0,57,603,1,0.8633,1,518,1,1,3,Principal arterial,1,57,10,1,20,20,180,12,,,,"<LineString><coordinates>33.184000,71.431000,0.0 33.794000,72.041000,0.0</coordinates></LineString>"
,0,58,604,1,0.8633,1,518,1,1,3,Principal arterial,1,58,10,1,20,20,180,12,,,,"<LineString><coordinates>41.968000,74.237000,0.0 42.578000,74.847000,0.0</coordinates></LineString>"
,0,59,605,1,0.8633,1,518,1,1,3,Principal arterial,1,59,10,1,20,20,180,12,,,,"<LineString><coordinates>39.101000,74.115000,0.0 39.711000,74.725000,0.0</coordinates></LineString>"
,0,60,606,1,0.8633,1,518,1,1,3,Principal arterial,1,60,10,1,20,20,180,12,,,,"<LineString><coordinates>41.968000,71.736000,0.0 42.578000,72.346000,0.0</coordinates></LineString>"
,0,61,607,1,0.8633,1,518,1,1,3,Principal arterial,1,61,10,1,20,20,180,12,,,,"<LineString><coordinates>39.101000,71.614000,0.0 39.711000,72.224000,0.0</coordinates></LineString>"
,0,62,608,1,0.8633,1,518,1,1,3,Principal arterial,1,62,10,1,20,20,180,12,,,,"<LineString><coordinates>47.580000,74.298000,0.0 48.190000,74.908000,0.0</coordinates></LineString>"
,0,63,609,1,0.8633,1,518,1,1,3,Principal arterial,1,63,10,1,20,20,180,12,,,,"<LineString><coordinates>44.774000,74.237000,0.0 45.384000,74.847000,0.0</coordinates></LineString>"
,0,64,610,1,0.8633,1,518,1,1,3,Principal arterial,1,64,10,1,20,20,180,12,,,,"<LineString><coordinates>47.580000,71.797000,0.0 48.190000,72.407000,0.0</coordinates></LineString>"
,0,65,611,1,0.8633,1,518,1,1,3,Principal arterial,1,65,10,1,20,20,180,12,,,,"<LineString><coordinates>44.835000,71.736000,0.0 45.445000,72.346000,0.0</coordinates></LineString>"
,0,66,612,1,0.8633,1,518,1,1,3,Principal arterial,1,66,10,1,20,20,180,12,,,,"<LineString><coordinates>53.314000,74.358900,0.0 53.924000,74.968900,0.0</coordinates></LineString>"
,0,67,613,1,0.8633,1,518,1,1,3,Principal arterial,1,67,10,1,20,20,180,12,,,,"<LineString><coordinates>50.447000,74.358900,0.0 51.057000,74.968900,0.0</coordinates></LineString>"
,0,68,614,1,0.8633,1,518,1,1,3,Principal arterial,1,68,10,1,20,20,180,12,,,,"<LineString><coordinates>53.314000,72.041000,0.0 53.924000,72.651000,0.0</coordinates></LineString>"
,0,69,615,1,0.8633,1,518,1,1,3,Principal arterial,1,69,10,1,20,20,180,12,,,,"<LineString><coordinates>50.508000,71.979900,0.0 51.118000,72.590000,0.0</coordinates></LineString>"
,0,70,616,1,0.8633,1,518,1,1,3,Principal arterial,1,70,10,1,20,20,180,12,,,,"<LineString><coordinates>59.353000,74.298000,0.0 59.963000,74.908000,0.0</coordinates></LineString>"
,0,71,617,1,0.8633,1,518,1,1,3,Principal arterial,1,71,10,1,20,20,180,12,,,,"<LineString><coordinates>56.242000,74.420000,0.0 56.852000,75.030000,0.0</coordinates></LineString>"
,0,72,618,1,0.8633,1,518,1,1,3,Principal arterial,1,72,10,1,20,20,180,12,,,,"<LineString><coordinates>59.231000,72.407000,0.0 59.841000,73.017000,0.0</coordinates></LineString>"
,0,73,619,1,0.8633,1,518,1,1,3,Principal arterial,1,73,10,1,20,20,180,12,,,,"<LineString><coordinates>56.303000,72.407000,0.0 56.913000,73.017000,0.0</coordinates></LineString>"
,0,74,620,1,0.8633,1,518,1,1,3,Principal arterial,1,74,10,1,20,20,180,12,,,,"<LineString><coordinates>61.244000,74.358900,0.0 61.854000,74.968900,0.0</coordinates></LineString>"
,0,75,621,1,0.8633,1,518,1,1,3,Principal arterial,1,75,10,1,20,20,180,12,,,,"<LineString><coordinates>61.244000,72.956000,0.0 61.854000,73.565900,0.0</coordinates></LineString>"
,0,76,622,1,0.8633,1,518,1,1,3,Principal arterial,1,76,10,1,20,20,180,12,,,,"<LineString><coordinates>51.667000,69.052000,0.0 52.277000,69.662000,0.0</coordinates></LineString>"
,0,77,623,1,0.8633,1,518,1,1,3,Principal arterial,1,77,10,1,20,20,180,12,,,,"<LineString><coordinates>50.447000,66.063000,0.0 51.057000,66.673000,0.0</coordinates></LineString>"
,0,78,624,1,0.8633,1,518,1,1,3,Principal arterial,1,78,10,1,20,20,180,12,,,,"<LineString><coordinates>53.375000,65.758000,0.0 53.985000,66.368000,0.0</coordinates></LineString>"
,0,79,625,1,0.8633,1,518,1,1,3,Principal arterial,1,79,10,1,20,20,180,12,,,,"<LineString><coordinates>54.290000,68.259000,0.0 54.900000,68.869000,0.0</coordinates></LineString>"
,0,80,626,1,0.8633,1,518,1,1,3,Principal arterial,1,80,10,1,20,20,180,12,,,,"<LineString><coordinates>53.558000,63.074000,0.0 54.168000,63.684000,0.0</coordinates></LineString>"
,0,81,627,1,0.8633,1,518,1,1,3,Principal arterial,1,81,10,1,20,20,180,12,,,,"<LineString><coordinates>50.508000,63.013000,0.0 51.118000,63.623000,0.0</coordinates></LineString>"
,0,82,628,1,0.8633,1,518,1,1,3,Principal arterial,1,82,10,1,20,20,180,12,,,,"<LineString><coordinates>53.558000,60.207000,0.0 54.168000,60.817000,0.0</coordinates></LineString>"
,0,83,629,1,0.8633,1,518,1,1,3,Principal arterial,1,83,10,1,20,20,180,12,,,,"<LineString><coordinates>50.691000,60.024000,0.0 51.301000,60.634000,0.0</coordinates></LineString>"
,0,84,630,1,0.8633,1,518,1,1,3,Principal arterial,1,84,10,1,20,20,180,12,,,,"<LineString><coordinates>55.632000,63.135000,0.0 56.242000,63.745000,0.0</coordinates></LineString>"
,0,85,631,1,0.8633,1,518,1,1,3,Principal arterial,1,85,10,1,20,20,180,12,,,,"<LineString><coordinates>56.669000,60.207000,0.0 57.279000,60.817000,0.0</coordinates></LineString>"
,0,86,632,1,0.8633,1,518,1,1,3,Principal arterial,1,86,10,1,20,20,180,12,,,,"<LineString><coordinates>53.741000,57.218000,0.0 54.351000,57.828000,0.0</coordinates></LineString>"
,0,87,633,1,0.8633,1,518,1,1,3,Principal arterial,1,87,10,1,20,20,180,12,,,,"<LineString><coordinates>50.813000,57.096000,0.0 51.423000,57.706000,0.0</coordinates></LineString>"
,0,88,634,1,0.8633,1,518,1,1,3,Principal arterial,1,88,10,1,20,20,180,12,,,,"<LineString><coordinates>53.741000,54.229000,0.0 54.351000,54.839000,0.0</coordinates></LineString>"
,0,89,635,1,0.8633,1,518,1,1,3,Principal arterial,1,89,10,1,20,20,180,12,,,,"<LineString><coordinates>50.813000,54.107000,0.0 51.423000,54.717000,0.0</coordinates></LineString>"
,0,90,636,1,0.8633,1,518,1,1,3,Principal arterial,1,90,10,1,20,20,180,12,,,,"<LineString><coordinates>56.547000,58.011000,0.0 57.157000,58.621000,0.0</coordinates></LineString>"
,0,91,637,1,0.8633,1,518,1,1,3,Principal arterial,1,91,10,1,20,20,180,12,,,,"<LineString><coordinates>56.669000,54.229000,0.0 57.279000,54.839000,0.0</coordinates></LineString>"
,0,92,638,1,0.8633,1,518,1,1,3,Principal arterial,1,92,10,1,20,20,180,12,,,,"<LineString><coordinates>46.604000,47.824000,0.0 47.214000,48.434000,0.0</coordinates></LineString>"
,0,93,639,1,0.8633,1,518,1,1,3,Principal arterial,1,93,10,1,20,20,180,12,,,,"<LineString><coordinates>53.863000,51.301000,0.0 54.473000,51.911000,0.0</coordinates></LineString>"
,0,94,640,1,0.8633,1,518,1,1,3,Principal arterial,1,94,10,1,20,20,180,12,,,,"<LineString><coordinates>50.935000,51.179000,0.0 51.545000,51.789000,0.0</coordinates></LineString>"
,0,95,641,1,0.8633,1,518,1,1,3,Principal arterial,1,95,10,1,20,20,180,12,,,,"<LineString><coordinates>53.924000,48.251000,0.0 54.534000,48.861000,0.0</coordinates></LineString>"
,0,96,642,1,0.8633,1,518,1,1,3,Principal arterial,1,96,10,1,20,20,180,12,,,,"<LineString><coordinates>51.057000,48.251000,0.0 51.667000,48.861000,0.0</coordinates></LineString>"
,0,97,643,1,0.8633,1,518,1,1,3,Principal arterial,1,97,10,1,20,20,180,12,,,,"<LineString><coordinates>59.658000,51.850000,0.0 60.268000,52.460000,0.0</coordinates></LineString>"
,0,98,644,1,0.8633,1,518,1,1,3,Principal arterial,1,98,10,1,20,20,180,12,,,,"<LineString><coordinates>56.791000,51.362000,0.0 57.401000,51.972000,0.0</coordinates></LineString>"
,0,99,645,1,0.8633,1,518,1,1,3,Principal arterial,1,99,10,1,20,20,180,12,,,,"<LineString><coordinates>59.902000,47.824000,0.0 60.512000,48.434000,0.0</coordinates></LineString>"
,0,100,646,1,0.8633,1,518,1,1,3,Principal arterial,1,100,10,1,20,20,180,12,,,,"<LineString><coordinates>56.852000,48.373000,0.0 57.462000,48.983000,0.0</coordinates></LineString>"
,0,101,647,1,0.8633,1,518,1,1,3,Principal arterial,1,101,10,1,20,20,180,12,,,,"<LineString><coordinates>62.403000,47.641000,0.0 63.013000,48.251000,0.0</coordinates></LineString>"
,0,102,648,1,0.8633,1,518,1,1,3,Principal arterial,1,102,10,1,20,20,180,12,,,,"<LineString><coordinates>53.985000,45.262000,0.0 54.595000,45.872000,0.0</coordinates></LineString>"
,0,103,649,1,0.8633,1,518,1,1,3,Principal arterial,1,103,10,1,20,20,180,12,,,,"<LineString><coordinates>51.179000,45.201000,0.0 51.789000,45.811000,0.0</coordinates></LineString>"
,0,104,650,1,0.8633,1,518,1,1,3,Principal arterial,1,104,10,1,20,20,180,12,,,,"<LineString><coordinates>54.168000,42.334000,0.0 54.778000,42.944000,0.0</coordinates></LineString>"
,0,105,651,1,0.8633,1,518,1,1,3,Principal arterial,1,105,10,1,20,20,180,12,,,,"<LineString><coordinates>51.118000,42.273000,0.0 51.728000,42.883000,0.0</coordinates></LineString>"
,0,106,652,1,0.8633,1,518,1,1,3,Principal arterial,1,106,10,1,20,20,180,12,,,,"<LineString><coordinates>60.024000,45.445000,0.0 60.634000,46.055000,0.0</coordinates></LineString>"
,0,107,653,1,0.8633,1,518,1,1,3,Principal arterial,1,107,10,1,20,20,180,12,,,,"<LineString><coordinates>56.974000,45.445000,0.0 57.584000,46.055000,0.0</coordinates></LineString>"
,0,108,654,1,0.8633,1,518,1,1,3,Principal arterial,1,108,10,1,20,20,180,12,,,,"<LineString><coordinates>60.085000,42.456000,0.0 60.695000,43.066000,0.0</coordinates></LineString>"
,0,109,655,1,0.8633,1,518,1,1,3,Principal arterial,1,109,10,1,20,20,180,12,,,,"<LineString><coordinates>57.096000,42.334000,0.0 57.706000,42.944000,0.0</coordinates></LineString>"
,0,110,656,1,0.8633,1,518,1,1,3,Principal arterial,1,110,10,1,20,20,180,12,,,,"<LineString><coordinates>66.063000,45.445000,0.0 66.673000,46.055000,0.0</coordinates></LineString>"
,0,111,657,1,0.8633,1,518,1,1,3,Principal arterial,1,111,10,1,20,20,180,12,,,,"<LineString><coordinates>63.074000,45.567000,0.0 63.684000,46.177000,0.0</coordinates></LineString>"
,0,112,658,1,0.8633,1,518,1,1,3,Principal arterial,1,112,10,1,20,20,180,12,,,,"<LineString><coordinates>66.124000,42.395000,0.0 66.734000,43.005000,0.0</coordinates></LineString>"
,0,113,659,1,0.8633,1,518,1,1,3,Principal arterial,1,113,10,1,20,20,180,12,,,,"<LineString><coordinates>63.135000,42.395000,0.0 63.745000,43.005000,0.0</coordinates></LineString>"
,0,114,660,1,0.8633,1,518,1,1,3,Principal arterial,1,114,10,1,20,20,180,12,,,,"<LineString><coordinates>68.381000,45.445000,0.0 68.991000,46.055000,0.0</coordinates></LineString>"
,0,115,661,1,0.8633,1,518,1,1,3,Principal arterial,1,115,10,1,20,20,180,12,,,,"<LineString><coordinates>68.442000,42.456000,0.0 69.052000,43.066000,0.0</coordinates></LineString>"
,0,116,662,1,0.8633,1,518,1,1,3,Principal arterial,1,116,10,1,20,20,180,12,,,,"<LineString><coordinates>60.146000,39.406000,0.0 60.756000,40.016000,0.0</coordinates></LineString>"
,0,117,663,1,0.8633,1,518,1,1,3,Principal arterial,1,117,10,1,20,20,180,12,,,,"<LineString><coordinates>57.279000,39.406000,0.0 57.889000,40.016000,0.0</coordinates></LineString>"
,0,118,664,1,0.8633,1,518,1,1,3,Principal arterial,1,118,10,1,20,20,180,12,,,,"<LineString><coordinates>60.268000,36.417000,0.0 60.878000,37.027000,0.0</coordinates></LineString>"
,0,119,665,1,0.8633,1,518,1,1,3,Principal arterial,1,119,10,1,20,20,180,12,,,,"<LineString><coordinates>57.340000,36.417000,0.0 57.950000,37.027000,0.0</coordinates></LineString>"
,0,120,666,1,0.8633,1,518,1,1,3,Principal arterial,1,120,10,1,20,20,180,12,,,,"<LineString><coordinates>66.124000,39.406000,0.0 66.734000,40.016000,0.0</coordinates></LineString>"
,0,121,667,1,0.8633,1,518,1,1,3,Principal arterial,1,121,10,1,20,20,180,12,,,,"<LineString><coordinates>63.135000,39.406000,0.0 63.745000,40.016000,0.0</coordinates></LineString>"
,0,122,668,1,0.8633,1,518,1,1,3,Principal arterial,1,122,10,1,20,20,180,12,,,,"<LineString><coordinates>66.185000,36.478000,0.0 66.795000,37.088000,0.0</coordinates></LineString>"
,0,123,669,1,0.8633,1,518,1,1,3,Principal arterial,1,123,10,1,20,20,180,12,,,,"<LineString><coordinates>63.196000,36.478000,0.0 63.806000,37.088000,0.0</coordinates></LineString>"
,0,124,670,1,0.8633,1,518,1,1,3,Principal arterial,1,124,10,1,20,20,180,12,,,,"<LineString><coordinates>68.503000,38.186000,0.0 69.113000,38.796000,0.0</coordinates></LineString>"
,0,125,671,1,0.8633,1,518,1,1,3,Principal arterial,1,125,10,1,20,20,180,12,,,,"<LineString><coordinates>36.112000,68.564000,0.0 36.722000,69.174000,0.0</coordinates></LineString>"
,0,126,672,1,0.8633,1,518,1,1,3,Principal arterial,1,126,10,1,20,20,180,12,,,,"<LineString><coordinates>33.245000,68.381000,0.0 33.855000,68.991000,0.0</coordinates></LineString>"
,0,127,673,1,0.8633,1,518,1,1,3,Principal arterial,1,127,10,1,20,20,180,12,,,,"<LineString><coordinates>36.234000,65.575000,0.0 36.844000,66.185000,0.0</coordinates></LineString>"
,0,128,674,1,0.8633,1,518,1,1,3,Principal arterial,1,128,10,1,20,20,180,12,,,,"<LineString><coordinates>33.184000,65.392000,0.0 33.794000,66.002000,0.0</coordinates></LineString>"
,0,129,675,1,0.8633,1,518,1,1,3,Principal arterial,1,129,10,1,20,20,180,12,,,,"<LineString><coordinates>41.846000,68.625000,0.0 42.456000,69.235000,0.0</coordinates></LineString>"
,0,130,676,1,0.8633,1,518,1,1,3,Principal arterial,1,130,10,1,20,20,180,12,,,,"<LineString><coordinates>39.101000,68.503000,0.0 39.711000,69.113000,0.0</coordinates></LineString>"
,0,131,677,1,0.8633,1,518,1,1,3,Principal arterial,1,131,10,1,20,20,180,12,,,,"<LineString><coordinates>41.968000,65.819000,0.0 42.578000,66.429000,0.0</coordinates></LineString>"
,0,132,678,1,0.8633,1,518,1,1,3,Principal arterial,1,132,10,1,20,20,180,12,,,,"<LineString><coordinates>39.101000,65.636000,0.0 39.711000,66.246000,0.0</coordinates></LineString>"
,0,133,679,1,0.8633,1,518,1,1,3,Principal arterial,1,133,10,1,20,20,180,12,,,,"<LineString><coordinates>46.970000,68.808000,0.0 47.580000,69.418000,0.0</coordinates></LineString>"
,0,134,680,1,0.8633,1,518,1,1,3,Principal arterial,1,134,10,1,20,20,180,12,,,,"<LineString><coordinates>44.774000,68.808000,0.0 45.384000,69.418000,0.0</coordinates></LineString>"
,0,135,681,1,0.8633,1,518,1,1,3,Principal arterial,1,135,10,1,20,20,180,12,,,,"<LineString><coordinates>47.580000,65.819000,0.0 48.190000,66.429000,0.0</coordinates></LineString>"
,0,136,682,1,0.8633,1,518,1,1,3,Principal arterial,1,136,10,1,20,20,180,12,,,,"<LineString><coordinates>44.652000,65.758000,0.0 45.262000,66.368000,0.0</coordinates></LineString>"
,0,137,683,1,0.8633,1,518,1,1,3,Principal arterial,1,137,10,1,20,20,180,12,,,,"<LineString><coordinates>36.112000,62.464000,0.0 36.722000,63.074000,0.0</coordinates></LineString>"
