from_node_id,to_node_id,total_link_volume,volume_over_capacity_ratio,speed,travel_time
132,678,0.000,0.000,51.798,1.000
133,679,0.000,0.000,51.798,1.000
134,680,0.000,0.000,51.798,1.000
135,681,0.000,0.000,51.798,1.000
136,682,0.000,0.000,51.798,1.000
137,683,0.000,0.000,51.798,1.000
138,684,0.000,0.000,51.798,1.000
139,685,0.000,0.000,51.798,1.000
140,686,0.000,0.000,51.798,1.000
141,687,0.000,0.000,51.798,1.000
142,688,0.000,0.000,51.798,1.000
143,689,0.000,0.000,51.798,1.000
144,690,0.000,0.000,51.798,1.000
145,691,0.000,0.000,51.798,1.000
146,692,0.000,0.000,51.798,1.000
147,693,0.000,0.000,51.798,1.000
148,694,0.000,0.000,51.798,1.000
149,695,0.000,0.000,51.798,1.000
150,696,0.000,0.000,51.798,1.000
151,697,0.000,0.000,51.798,1.000
152,698,0.000,0.000,51.798,1.000
153,699,0.000,0.000,51.798,1.000
154,700,0.000,0.000,51.798,1.000
155,701,0.000,0.000,51.798,1.000
156,702,0.000,0.000,51.798,1.000
157,703,0.000,0.000,51.798,1.000
158,704,0.000,0.000,51.798,1.000
159,705,0.000,0.000,51.798,1.000
160,706,0.000,0.000,51.798,1.000
161,707,0.000,0.000,51.798,1.000
162,708,0.000,0.000,51.798,1.000
163,709,0.000,0.000,51.798,1.000
164,710,0.000,0.000,51.798,1.000
165,711,0.000,0.000,51.798,1.000
166,712,0.000,0.000,51.798,1.000
167,713,0.000,0.000,51.798,1.000
168,714,0.000,0.000,51.798,1.000
169,715,0.000,0.000,51.798,1.000
170,716,0.000,0.000,51.798,1.000
171,717,0.000,0.000,51.798,1.000
172,718,0.000,0.000,51.798,1.000
173,719,0.000,0.000,51.798,1.000
174,720,0.000,0.000,51.798,1.000
175,721,0.000,0.000,51.798,1.000
176,722,0.000,0.000,51.798,1.000
177,723,0.000,0.000,51.798,1.000
178,724,0.000,0.000,51.798,1.000
179,725,0.000,0.000,51.798,1.000
180,726,0.000,0.000,51.798,1.000
181,727,0.000,0.000,51.798,1.000
182,728,0.000,0.000,51.798,1.000
183,729,0.000,0.000,51.798,1.000
184,730,0.000,0.000,51.798,1.000
185,731,0.000,0.000,51.798,1.000
186,732,0.000,0.000,51.798,1.000
187,733,0.000,0.000,51.798,1.000
188,734,0.000,0.000,51.798,1.000
189,735,0.000,0.000,51.798,1.000
190,736,0.000,0.000,51.798,1.000
191,737,0.000,0.000,51.798,1.000
192,738,0.000,0.000,51.798,1.000
193,739,0.000,0.000,51.798,1.000
194,740,0.000,0.000,51.798,1.000
195,741,0.000,0.000,51.798,1.000
196,742,0.000,0.000,51.798,1.000
197,743,0.000,0.000,51.798,1.000
198,744,0.000,0.000,51.798,1.000
199,745,0.000,0.000,51.798,1.000
200,746,0.000,0.000,51.798,1.000
201,747,0.000,0.000,51.798,1.000
202,748,0.000,0.000,51.798,1.000
203,749,0.000,0.000,51.798,1.000
204,750,0.000,0.000,51.798,1.000
205,751,0.000,0.000,51.798,1.000
206,752,0.000,0.000,51.798,1.000
207,753,0.000,0.000,51.798,1.000
208,754,0.000,0.000,51.798,1.000
209,755,0.000,0.000,51.798,1.000
210,756,0.000,0.000,51.798,1.000
211,757,0.000,0.000,51.798,1.000
212,758,0.000,0.000,51.798,1.000
213,759,0.000,0.000,51.798,1.000
214,760,0.000,0.000,51.798,1.000
215,761,0.000,0.000,51.798,1.000
216,762,0.000,0.000,51.798,1.000
217,763,0.000,0.000,51.798,1.000
218,764,0.000,0.000,51.798,1.000
219,765,0.000,0.000,51.798,1.000
220,766,0.000,0.000,51.798,1.000
221,767,0.000,0.000,51.798,1.000
222,768,0.000,0.000,51.798,1.000
223,769,0.000,0.000,51.798,1.000
224,770,0.000,0.000,51.798,1.000
225,771,0.000,0.000,51.798,1.000
226,772,0.000,0.000,51.798,1.000
227,773,0.000,0.000,51.798,1.000
228,774,0.000,0.000,51.798,1.000
229,775,0.000,0.000,51.798,1.000
230,776,0.000,0.000,51.798,1.000
231,777,0.000,0.000,51.798,1.000
232,778,0.000,0.000,51.798,1.000
233,779,0.000,0.000,51.798,1.000
234,780,0.000,0.000,51.798,1.000
235,781,0.000,0.000,51.798,1.000
236,782,0.000,0.000,51.798,1.000
237,783,0.000,0.000,51.798,1.000
238,784,0.000,0.000,51.798,1.000
239,785,0.000,0.000,51.798,1.000
240,786,0.000,0.000,51.798,1.000
241,787,0.000,0.000,51.798,1.000
242,788,0.000,0.000,51.798,1.000
243,789,0.000,0.000,51.798,1.000
244,790,0.000,0.000,51.798,1.000
245,791,0.000,0.000,51.798,1.000
246,792,0.000,0.000,51.798,1.000
247,793,0.000,0.000,51.798,1.000
248,794,0.000,0.000,51.798,1.000
249,795,0.000,0.000,51.798,1.000
250,796,0.000,0.000,51.798,1.000
251,797,0.000,0.000,51.798,1.000
252,798,0.000,0.000,51.798,1.000
253,799,0.000,0.000,51.798,1.000
254,800,0.000,0.000,51.798,1.000
255,801,0.000,0.000,51.798,1.000
256,802,0.000,0.000,51.798,1.000
257,803,0.000,0.000,51.798,1.000
258,804,0.000,0.000,51.798,1.000
259,805,0.000,0.000,51.798,1.000
260,806,0.000,0.000,51.798,1.000
261,807,0.000,0.000,51.798,1.000
262,808,0.000,0.000,51.798,1.000
263,809,0.000,0.000,51.798,1.000
264,810,0.000,0.000,51.798,1.000
265,811,0.000,0.000,51.798,1.000
266,812,0.000,0.000,51.798,1.000
267,813,0.000,0.000,51.798,1.000
268,814,0.000,0.000,51.798,1.000
269,815,0.000,0.000,51.798,1.000
270,816,0.000,0.000,51.798,1.000
271,817,0.000,0.000,51.798,1.000
272,818,0.000,0.000,51.798,1.000
273,819,0.000,0.000,51.798,1.000
274,820,0.000,0.000,51.798,1.000
275,821,0.000,0.000,51.798,1.000
276,822,0.000,0.000,51.798,1.000
277,823,0.000,0.000,51.798,1.000
278,824,0.000,0.000,51.798,1.000
279,825,0.000,0.000,51.798,1.000
280,826,0.000,0.000,51.798,1.000
281,827,0.000,0.000,51.798,1.000
282,828,0.000,0.000,51.798,1.000
283,829,0.000,0.000,51.798,1.000
284,830,0.000,0.000,51.798,1.000
285,831,0.000,0.000,51.798,1.000
286,832,0.000,0.000,51.798,1.000
287,833,0.000,0.000,51.798,1.000
288,834,0.000,0.000,51.798,1.000
289,835,0.000,0.000,51.798,1.000
290,836,0.000,0.000,51.798,1.000
291,837,0.000,0.000,51.798,1.000
292,838,0.000,0.000,51.798,1.000
293,839,0.000,0.000,51.798,1.000
294,840,0.000,0.000,51.798,1.000
295,841,0.000,0.000,51.798,1.000
296,842,0.000,0.000,51.798,1.000
297,843,0.000,0.000,51.798,1.000
298,844,0.000,0.000,51.798,1.000
299,845,0.000,0.000,51.798,1.000
300,846,0.000,0.000,51.798,1.000
301,847,0.000,0.000,51.798,1.000
302,848,0.000,0.000,51.798,1.000
303,849,0.000,0.000,51.798,1.000
304,850,0.000,0.000,51.798,1.000
305,851,0.000,0.000,51.798,1.000
306,852,0.000,0.000,51.798,1.000
307,853,0.000,0.000,51.798,1.000
308,854,0.000,0.000,51.798,1.000
309,855,0.000,0.000,51.798,1.000
310,856,0.000,0.000,51.798,1.000
311,857,0.000,0.000,51.798,1.000
312,858,0.000,0.000,51.798,1.000
313,859,0.000,0.000,51.798,1.000
314,860,0.000,0.000,51.798,1.000
315,861,0.000,0.000,51.798,1.000
316,862,0.000,0.000,51.798,1.000
317,863,0.000,0.000,51.798,1.000
318,864,0.000,0.000,51.798,1.000
319,865,0.000,0.000,51.798,1.000
320,866,0.000,0.000,51.798,1.000
321,867,0.000,0.000,51.798,1.000
322,868,0.000,0.000,51.798,1.000
323,869,0.000,0.000,51.798,1.000
324,870,0.000,0.000,51.798,1.000
325,871,0.000,0.000,51.798,1.000
326,872,0.000,0.000,51.798,1.000
327,873,0.000,0.000,51.798,1.000
328,874,0.000,0.000,51.798,1.000
329,875,0.000,0.000,51.798,1.000
330,876,0.000,0.000,51.798,1.000
331,877,0.000,0.000,51.798,1.000
332,878,0.000,0.000,51.798,1.000
333,879,0.000,0.000,51.798,1.000
334,880,0.000,0.000,51.798,1.000
335,881,0.000,0.000,51.798,1.000
336,882,0.000,0.000,51.798,1.000
337,883,0.000,0.000,51.798,1.000
338,884,0.000,0.000,51.798,1.000
339,885,0.000,0.000,51.798,1.000
340,886,0.000,0.000,51.798,1.000
341,887,0.000,0.000,51.798,1.000
342,888,0.000,0.000,51.798,1.000
343,889,0.000,0.000,51.798,1.000
344,890,0.000,0.000,51.798,1.000
345,891,0.000,0.000,51.798,1.000
346,892,0.000,0.000,51.798,1.000
347,893,0.000,0.000,51.798,1.000
348,894,0.000,0.000,51.798,1.000
349,895,0.000,0.000,51.798,1.000
350,896,0.000,0.000,51.798,1.000
351,897,0.000,0.000,51.798,1.000
352,898,0.000,0.000,51.798,1.000
353,899,0.000,0.000,51.798,1.000
354,900,0.000,0.000,51.798,1.000
355,901,0.000,0.000,51.798,1.000
356,902,0.000,0.000,51.798,1.000
357,903,0.000,0.000,51.798,1.000
358,904,0.000,0.000,51.798,1.000
359,905,0.000,0.000,51.798,1.000
360,906,0.000,0.000,51.798,1.000
361,907,0.000,0.000,51.798,1.000
362,908,0.000,0.000,51.798,1.000
363,909,0.000,0.000,51.798,1.000
364,910,0.000,0.000,51.798,1.000
365,911,0.000,0.000,51.798,1.000
366,912,0.000,0.000,51.798,1.000
367,913,0.000,0.000,51.798,1.000
368,914,0.000,0.000,51.798,1.000
369,915,0.000,0.000,51.798,1.000
370,916,0.000,0.000,51.798,1.000
371,917,0.000,0.000,51.798,1.000
372,918,0.000,0.000,51.798,1.000
373,919,0.000,0.000,51.798,1.000
374,920,0.000,0.000,51.798,1.000
375,921,0.000,0.000,51.798,1.000
376,922,0.000,0.000,51.798,1.000
377,923,0.000,0.000,51.798,1.000
378,924,0.000,0.000,51.798,1.000
379,925,0.000,0.000,51.798,1.000
380,926,0.000,0.000,51.798,1.000
381,927,0.000,0.000,51.798,1.000
382,928,0.000,0.000,51.798,1.000
383,929,0.000,0.000,51.798,1.000
384,930,0.000,0.000,51.798,1.000
385,931,0.000,0.000,51.798,1.000
386,932,0.000,0.000,51.798,1.000
387,933,0.000,0.000,51.798,1.000
1,547,0.000,0.000,51.798,1.000
2,548,0.000,0.000,51.798,1.000
3,549,0.000,0.000,51.798,1.000
4,550,0.000,0.000,51.798,1.000
5,551,0.000,0.000,51.798,1.000
6,552,0.000,0.000,51.798,1.000
7,553,0.000,0.000,51.798,1.000
8,554,0.000,0.000,51.798,1.000
9,555,0.000,0.000,51.798,1.000
10,556,0.000,0.000,51.798,1.000
11,557,0.000,0.000,51.798,1.000
12,558,0.000,0.000,51.798,1.000
13,559,0.000,0.000,51.798,1.000
14,560,0.000,0.000,51.798,1.000
15,561,0.000,0.000,51.798,1.000
16,562,0.000,0.000,51.798,1.000
17,563,0.000,0.000,51.798,1.000
18,564,0.000,0.000,51.798,1.000
19,565,0.000,0.000,51.798,1.000
20,566,0.000,0.000,51.798,1.000
21,567,0.000,0.000,51.798,1.000
22,568,0.000,0.000,51.798,1.000
23,569,0.000,0.000,51.798,1.000
24,570,0.000,0.000,51.798,1.000
25,571,0.000,0.000,51.798,1.000
26,572,0.000,0.000,51.798,1.000
27,573,0.000,0.000,51.798,1.000
28,574,0.000,0.000,51.798,1.000
29,575,0.000,0.000,51.798,1.000
30,576,0.000,0.000,51.798,1.000
31,577,0.000,0.000,51.798,1.000
32,578,0.000,0.000,51.798,1.000
33,579,0.000,0.000,51.798,1.000
34,580,0.000,0.000,51.798,1.000
35,581,0.000,0.000,51.798,1.000
36,582,0.000,0.000,51.798,1.000
37,583,0.000,0.000,51.798,1.000
38,584,0.000,0.000,51.798,1.000
39,585,0.000,0.000,51.798,1.000
40,586,0.000,0.000,51.798,1.000
41,587,0.000,0.000,51.798,1.000
42,588,0.000,0.000,51.798,1.000
43,589,0.000,0.000,51.798,1.000
44,590,0.000,0.000,51.798,1.000
45,591,0.000,0.000,51.798,1.000
46,592,0.000,0.000,51.798,1.000
47,593,0.000,0.000,51.798,1.000
48,594,0.000,0.000,51.798,1.000
49,595,0.000,0.000,51.798,1.000
50,596,0.000,0.000,51.798,1.000
51,597,0.000,0.000,51.798,1.000
52,598,0.000,0.000,51.798,1.000
53,599,0.000,0.000,51.798,1.000
54,600,0.000,0.000,51.798,1.000
55,601,0.000,0.000,51.798,1.000
56,602,0.000,0.000,51.798,1.000
57,603,0.000,0.000,51.798,1.000
58,604,0.000,0.000,51.798,1.000
59,605,0.000,0.000,51.798,1.000
60,606,0.000,0.000,51.798,1.000
61,607,0.000,0.000,51.798,1.000
62,608,0.000,0.000,51.798,1.000
63,609,0.000,0.000,51.798,1.000
64,610,0.000,0.000,51.798,1.000
65,611,0.000,0.000,51.798,1.000
66,612,0.000,0.000,51.798,1.000
67,613,0.000,0.000,51.798,1.000
68,614,0.000,0.000,51.798,1.000
69,615,0.000,0.000,51.798,1.000
70,616,0.000,0.000,51.798,1.000
71,617,0.000,0.000,51.798,1.000
72,618,0.000,0.000,51.798,1.000
73,619,0.000,0.000,51.798,1.000
74,620,0.000,0.000,51.798,1.000
75,621,0.000,0.000,51.798,1.000
76,622,0.000,0.000,51.798,1.000
77,623,0.000,0.000,51.798,1.000
78,624,0.000,0.000,51.798,1.000
79,625,0.000,0.000,51.798,1.000
80,626,0.000,0.000,51.798,1.000
81,627,0.000,0.000,51.798,1.000
82,628,0.000,0.000,51.798,1.000
83,629,0.000,0.000,51.798,1.000
84,630,0.000,0.000,51.798,1.000
85,631,0.000,0.000,51.798,1.000
86,632,0.000,0.000,51.798,1.000
87,633,0.000,0.000,51.798,1.000
88,634,0.000,0.000,51.798,1.000
89,635,0.000,0.000,51.798,1.000
90,636,0.000,0.000,51.798,1.000
91,637,0.000,0.000,51.798,1.000
92,638,0.000,0.000,51.798,1.000
93,639,0.000,0.000,51.798,1.000
94,640,0.000,0.000,51.798,1.000
95,641,0.000,0.000,51.798,1.000
96,642,0.000,0.000,51.798,1.000
97,643,0.000,0.000,51.798,1.000
98,644,0.000,0.000,51.798,1.000
99,645,0.000,0.000,51.798,1.000
100,646,0.000,0.000,51.798,1.000
101,647,0.000,0.000,51.798,1.000
102,648,0.000,0.000,51.798,1.000
103,649,0.000,0.000,51.798,1.000
104,650,0.000,0.000,51.798,1.000
105,651,0.000,0.000,51.798,1.000
106,652,0.000,0.000,51.798,1.000
107,653,0.000,0.000,51.798,1.000
108,654,0.000,0.000,51.798,1.000
109,655,0.000,0.000,51.798,1.000
110,656,0.000,0.000,51.798,1.000
111,657,0.000,0.000,51.798,1.000
112,658,0.000,0.000,51.798,1.000
113,659,0.000,0.000,51.798,1.000
114,660,0.000,0.000,51.798,1.000
115,661,0.000,0.000,51.798,1.000
116,662,0.000,0.000,51.798,1.000
117,663,0.000,0.000,51.798,1.000
118,664,0.000,0.000,51.798,1.000
119,665,0.000,0.000,51.798,1.000
120,666,0.000,0.000,51.798,1.000
121,667,0.000,0.000,51.798,1.000
122,668,0.000,0.000,51.798,1.000
123,669,0.000,0.000,51.798,1.000
124,670,0.000,0.000,51.798,1.000
125,671,0.000,0.000,51.798,1.000
126,672,0.000,0.000,51.798,1.000
127,673,0.000,0.000,51.798,1.000
128,674,0.000,0.000,51.798,1.000
129,675,0.000,0.000,51.798,1.000
130,676,0.000,0.000,51.798,1.000
131,677,0.000,0.000,51.798,1.000
132,678,0.000,0.000,51.798,1.000
133,679,0.000,0.000,51.798,1.000
134,680,0.000,0.000,51.798,1.000
135,681,0.000,0.000,51.798,1.000
136,682,0.000,0.000,51.798,1.000
137,683,0.000,0.000,51.798,1.000
138,684,0.000,0.000,51.798,1.000
139,685,0.000,0.000,51.798,1.000
140,686,0.000,0.000,51.798,1.000
141,687,0.000,0.000,51.798,1.000
142,688,0.000,0.000,51.798,1.000
143,689,0.000,0.000,51.798,1.000
144,690,0.000,0.000,51.798,1.000
145,691,0.000,0.000,51.798,1.000
146,692,0.000,0.000,51.798,1.000
147,693,0.000,0.000,51.798,1.000
148,694,0.000,0.000,51.798,1.000
149,695,0.000,0.000,51.798,1.000
150,696,0.000,0.000,51.798,1.000
151,697,0.000,0.000,51.798,1.000
152,698,0.000,0.000,51.798,1.000
153,699,0.000,0.000,51.798,1.000
154,700,0.000,0.000,51.798,1.000
155,701,0.000,0.000,51.798,1.000
156,702,0.000,0.000,51.798,1.000
157,703,0.000,0.000,51.798,1.000
158,704,0.000,0.000,51.798,1.000
159,705,0.000,0.000,51.798,1.000
160,706,0.000,0.000,51.798,1.000
161,707,0.000,0.000,51.798,1.000
162,708,0.000,0.000,51.798,1.000
163,709,0.000,0.000,51.798,1.000
164,710,0.000,0.000,51.798,1.000
165,711,0.000,0.000,51.798,1.000
166,712,0.000,0.000,51.798,1.000
167,713,0.000,0.000,51.798,1.000
168,714,0.000,0.000,51.798,1.000
169,715,0.000,0.000,51.798,1.000
170,716,0.000,0.000,51.798,1.000
171,717,0.000,0.000,51.798,1.000
172,718,0.000,0.000,51.798,1.000
173,719,0.000,0.000,51.798,1.000
174,720,0.000,0.000,51.798,1.000
175,721,0.000,0.000,51.798,1.000
176,722,0.000,0.000,51.798,1.000
177,723,0.000,0.000,51.798,1.000
178,724,0.000,0.000,51.798,1.000
179,725,0.000,0.000,51.798,1.000
180,726,0.000,0.000,51.798,1.000
181,727,0.000,0.000,51.798,1.000
182,728,0.000,0.000,51.798,1.000
183,729,0.000,0.000,51.798,1.000
184,730,0.000,0.000,51.798,1.000
185,731,0.000,0.000,51.798,1.000
186,732,0.000,0.000,51.798,1.000
187,733,0.000,0.000,51.798,1.000
188,734,0.000,0.000,51.798,1.000
189,735,0.000,0.000,51.798,1.000
190,736,0.000,0.000,51.798,1.000
191,737,0.000,0.000,51.798,1.000
192,738,0.000,0.000,51.798,1.000
193,739,0.000,0.000,51.798,1.000
194,740,0.000,0.000,51.798,1.000
195,741,0.000,0.000,51.798,1.000
196,742,0.000,0.000,51.798,1.000
197,743,0.000,0.000,51.798,1.000
198,744,0.000,0.000,51.798,1.000
199,745,0.000,0.000,51.798,1.000
200,746,0.000,0.000,51.798,1.000
201,747,0.000,0.000,51.798,1.000
202,748,0.000,0.000,51.798,1.000
203,749,0.000,0.000,51.798,1.000
204,750,0.000,0.000,51.798,1.000
205,751,0.000,0.000,51.798,1.000
206,752,0.000,0.000,51.798,1.000
207,753,0.000,0.000,51.798,1.000
208,754,0.000,0.000,51.798,1.000
209,755,0.000,0.000,51.798,1.000
210,756,0.000,0.000,51.798,1.000
211,757,0.000,0.000,51.798,1.000
212,758,0.000,0.000,51.798,1.000
213,759,0.000,0.000,51.798,1.000
214,760,0.000,0.000,51.798,1.000
215,761,0.000,0.000,51.798,1.000
216,762,0.000,0.000,51.798,1.000
217,763,0.000,0.000,51.798,1.000
218,764,0.000,0.000,51.798,1.000
219,765,0.000,0.000,51.798,1.000
220,766,0.000,0.000,51.798,1.000
221,767,0.000,0.000,51.798,1.000
222,768,0.000,0.000,51.798,1.000
223,769,0.000,0.000,51.798,1.000
224,770,0.000,0.000,51.798,1.000
225,771,0.000,0.000,51.798,1.000
226,772,0.000,0.000,51.798,1.000
227,773,0.000,0.000,51.798,1.000
228,774,0.000,0.000,51.798,1.000
229,775,0.000,0.000,51.798,1.000
230,776,0.000,0.000,51.798,1.000
231,777,0.000,0.000,51.798,1.000
232,778,0.000,0.000,51.798,1.000
233,779,0.000,0.000,51.798,1.000
234,780,0.000,0.000,51.798,1.000
235,781,0.000,0.000,51.798,1.000
236,782,0.000,0.000,51.798,1.000
237,783,0.000,0.000,51.798,1.000
238,784,0.000,0.000,51.798,1.000
239,785,0.000,0.000,51.798,1.000
240,786,0.000,0.000,51.798,1.000
241,787,0.000,0.000,51.798,1.000
242,788,0.000,0.000,51.798,1.000
243,789,0.000,0.000,51.798,1.000
244,790,0.000,0.000,51.798,1.000
245,791,0.000,0.000,51.798,1.000
246,792,0.000,0.000,51.798,1.000
247,793,0.000,0.000,51.798,1.000
248,794,0.000,0.000,51.798,1.000
249,795,0.000,0.000,51.798,1.000
250,796,0.000,0.000,51.798,1.000
251,797,0.000,0.000,51.798,1.000
252,798,0.000,0.000,51.798,1.000
253,799,0.000,0.000,51.798,1.000
254,800,0.000,0.000,51.798,1.000
255,801,0.000,0.000,51.798,1.000
256,802,0.000,0.000,51.798,1.000
257,803,0.000,0.000,51.798,1.000
258,804,0.000,0.000,51.798,1.000
259,805,0.000,0.000,51.798,1.000
260,806,0.000,0.000,51.798,1.000
261,807,0.000,0.000,51.798,1.000
262,808,0.000,0.000,51.798,1.000
263,809,0.000,0.000,51.798,1.000
264,810,0.000,0.000,51.798,1.000
265,811,0.000,0.000,51.798,1.000
266,812,0.000,0.000,51.798,1.000
267,813,0.000,0.000,51.798,1.000
268,814,0.000,0.000,51.798,1.000
269,815,0.000,0.000,51.798,1.000
270,816,0.000,0.000,51.798,1.000
271,817,0.000,0.000,51.798,1.000
272,818,0.000,0.000,51.798,1.000
273,819,0.000,0.000,51.798,1.000
274,820,0.000,0.000,51.798,1.000
275,821,0.000,0.000,51.798,1.000
276,822,0.000,0.000,51.798,1.000
277,823,0.000,0.000,51.798,1.000
278,824,0.000,0.000,51.798,1.000
279,825,0.000,0.000,51.798,1.000
280,826,0.000,0.000,51.798,1.000
281,827,0.000,0.000,51.798,1.000
282,828,0.000,0.000,51.798,1.000
283,829,0.000,0.000,51.798,1.000
284,830,0.000,0.000,51.798,1.000
285,831,0.000,0.000,51.798,1.000
286,832,0.000,0.000,51.798,1.000
287,833,0.000,0.000,51.798,1.000
288,834,0.000,0.000,51.798,1.000
289,835,0.000,0.000,51.798,1.000
290,836,0.000,0.000,51.798,1.000
291,837,0.000,0.000,51.798,1.000
292,838,0.000,0.000,51.798,1.000
293,839,0.000,0.000,51.798,1.000
294,840,0.000,0.000,51.798,1.000
295,841,0.000,0.000,51.798,1.000
296,842,0.000,0.000,51.798,1.000
297,843,0.000,0.000,51.798,1.000
298,844,0.000,0.000,51.798,1.000
299,845,0.000,0.000,51.798,1.000
300,846,0.000,0.000,51.798,1.000
301,847,0.000,0.000,51.798,1.000
302,848,0.000,0.000,51.798,1.000
303,849,0.000,0.000,51.798,1.000
304,850,0.000,0.000,51.798,1.000
305,851,0.000,0.000,51.798,1.000
306,852,0.000,0.000,51.798,1.000
307,853,0.000,0.000,51.798,1.000
308,854,0.000,0.000,51.798,1.000
